Year,G,G,Coach,Offense,Defense,Team
1978,16,0.0,John McKay,Joe Gibbs,Tom Bass,Tampa Bay Buccaneers
1977,14,0.0,John McKay,,Abe Gibron,Tampa Bay Buccaneers
1976,14,0.0,John McKay,John Rauch,Abe Gibron,Tampa Bay Buccaneers
2025,1,,Mike McCoy,Nick Holz,Dennard Wilson,Tennessee Titans
2025,6,,Brian Callahan,Nick Holz,Dennard Wilson,Tennessee Titans
2024,17,,Brian Callahan,Nick Holz,Dennard Wilson,Tennessee Titans
2023,17,,Mike Vrabel,Tim Kelly,Shane Bowen,Tennessee Titans
2022,17,,Mike Vrabel,Todd Downing,Shane Bowen,Tennessee Titans
2021,17,1.0,Mike Vrabel,Todd Downing,Shane Bowen,Tennessee Titans
2020,16,1.0,Mike Vrabel,Arthur Smith,,Tennessee Titans
2019,16,3.0,Mike Vrabel,Arthur Smith,Dean Pees,Tennessee Titans
2018,16,,Mike Vrabel,Matt LaFleur,Dean Pees,Tennessee Titans
2017,16,2.0,Mike Mularkey,Terry Robiskie,Dick LeBeau,Tennessee Titans
2016,16,,Mike Mularkey,Terry Robiskie,Dick LeBeau,Tennessee Titans
2015,9,,Mike Mularkey,Jason Michael,Ray Horton,Tennessee Titans
2015,7,0.0,Ken Whisenhunt,Jason Michael,Ray Horton,Tennessee Titans
2014,16,0.0,Ken Whisenhunt,Jason Michael,Ray Horton,Tennessee Titans
2013,16,0.0,Mike Munchak,Dowell Loggains,Jerry Gray,Tennessee Titans
2012,16,0.0,Mike Munchak,Chris Palmer,Jerry Gray,Tennessee Titans
2011,16,0.0,Mike Munchak,Chris Palmer,Jerry Gray,Tennessee Titans
2010,16,0.0,Jeff Fisher,Mike Heimerdinger,Chuck Cecil,Tennessee Titans
2009,16,0.0,Jeff Fisher,Mike Heimerdinger,Chuck Cecil,Tennessee Titans
2008,16,1.0,Jeff Fisher,Mike Heimerdinger,Jim Schwartz,Tennessee Titans
2007,16,1.0,Jeff Fisher,Norm Chow,Jim Schwartz,Tennessee Titans
2006,16,0.0,Jeff Fisher,Norm Chow,Jim Schwartz,Tennessee Titans
2005,16,0.0,Jeff Fisher,Norm Chow,Jim Schwartz,Tennessee Titans
2004,16,0.0,Jeff Fisher,Mike Heimerdinger,Jim Schwartz,Tennessee Titans
2003,16,2.0,Jeff Fisher,Mike Heimerdinger,Jim Schwartz,Tennessee Titans
2002,16,2.0,Jeff Fisher,Mike Heimerdinger,Jim Schwartz,Tennessee Titans
2001,16,0.0,Jeff Fisher,Mike Heimerdinger,Jim Schwartz,Tennessee Titans
2000,16,1.0,Jeff Fisher,Mike Heimerdinger,Gregg Williams,Tennessee Titans
1999,16,4.0,Jeff Fisher,Les Steckel,Gregg Williams,Tennessee Titans
1998,16,0.0,Jeff Fisher,Les Steckel,Gregg Williams,Tennessee Titans
1997,16,0.0,Jeff Fisher,Les Steckel,Gregg Williams,Tennessee Titans
1996,16,0.0,Jeff Fisher,Jerry Rhome,Steve Sidwell,Tennessee Titans
1995,16,0.0,Jeff Fisher,Jerry Rhome,Steve Sidwell,Tennessee Titans
1994,6,0.0,Jeff Fisher,"Dick Coury, Kevin Gilbride",,Tennessee Titans
1994,10,0.0,Jack Pardee,"Dick Coury, Kevin Gilbride",Jeff Fisher,Tennessee Titans
1993,16,1.0,Jack Pardee,Kevin Gilbride,Buddy Ryan,Tennessee Titans
1992,16,1.0,Jack Pardee,Kevin Gilbride,Jim Eddy,Tennessee Titans
1991,16,2.0,Jack Pardee,Kevin Gilbride,Jim Eddy,Tennessee Titans
1990,16,1.0,Jack Pardee,Kevin Gilbride,Jim Eddy,Tennessee Titans
1989,16,1.0,Jerry Glanville,Kevin Gilbride,,Tennessee Titans
1988,16,2.0,Jerry Glanville,,,Tennessee Titans
1987,15,2.0,Jerry Glanville,Dick Jamieson,,Tennessee Titans
1986,16,0.0,Jerry Glanville,Dick Jamieson,,Tennessee Titans
1985,2,0.0,Jerry Glanville,Joe Faragalli,,Tennessee Titans
1985,14,0.0,Hugh Campbell,Joe Faragalli,Jerry Glanville,Tennessee Titans
1984,16,0.0,Hugh Campbell,Kay Dalton,Jerry Glanville,Tennessee Titans
1983,10,0.0,Chuck Studley,Kay Dalton,,Tennessee Titans
1983,6,0.0,Ed Biles,Kay Dalton,Chuck Studley,Tennessee Titans
1982,9,0.0,Ed Biles,Jim Shofner,,Tennessee Titans
1981,16,0.0,Ed Biles,Jim Shofner,Dick Nolan,Tennessee Titans
1980,16,1.0,Bum Phillips,,Ed Biles,Tennessee Titans
1979,16,3.0,Bum Phillips,,Ed Biles,Tennessee Titans
1978,16,3.0,Bum Phillips,Ken Shipp,Ed Biles,Tennessee Titans
1977,14,0.0,Bum Phillips,Ken Shipp,Ed Biles,Tennessee Titans
1976,14,0.0,Bum Phillips,King Hill,Ed Biles,Tennessee Titans
1975,14,0.0,Bum Phillips,King Hill,Ed Biles,Tennessee Titans
1974,14,0.0,Sid Gillman,,Bum Phillips,Tennessee Titans
1973,9,0.0,Sid Gillman,,Burnie Miller,Tennessee Titans
1973,5,0.0,Bill Peterson,,Burnie Miller,Tennessee Titans
1972,14,0.0,Bill Peterson,,,Tennessee Titans
1971,14,0.0,Ed Hughes,,,Tennessee Titans
1970,14,0.0,Wally Lemm,,,Tennessee Titans
1969,14,1.0,Wally Lemm,,,Tennessee Titans
1968,14,0.0,Wally Lemm,,,Tennessee Titans
1967,14,1.0,Wally Lemm,,,Tennessee Titans
1966,14,0.0,Wally Lemm,,,Tennessee Titans
1965,14,0.0,Hugh Taylor,,,Tennessee Titans
1964,14,0.0,Sammy Baugh,,,Tennessee Titans
1963,14,0.0,Pop Ivy,,,Tennessee Titans
1962,14,1.0,Pop Ivy,,,Tennessee Titans
1961,9,1.0,Wally Lemm,,,Tennessee Titans
1961,5,0.0,Lou Rymkus,,,Tennessee Titans
1960,14,1.0,Lou Rymkus,,,Tennessee Titans
2025,7,,Dan Quinn,Kliff Kingsbury,Joe Whitt,Washington Commanders
2024,17,3.0,Dan Quinn,Kliff Kingsbury,Joe Whitt,Washington Commanders
2023,17,,Ron Rivera,Eric Bieniemy,Jack Del Rio,Washington Commanders
2022,17,,Ron Rivera,Scott Turner,Jack Del Rio,Washington Commanders
2021,17,,Ron Rivera,Scott Turner,Jack Del Rio,Washington Commanders
2020,16,1.0,Ron Rivera,Scott Turner,Jack Del Rio,Washington Commanders
2019,11,,Bill Callahan,Kevin O'Connell,Greg Manusky,Washington Commanders
2019,5,,Jay Gruden,Kevin O'Connell,Greg Manusky,Washington Commanders
2018,16,,Jay Gruden,Matt Cavanaugh,Greg Manusky,Washington Commanders
2017,16,,Jay Gruden,Matt Cavanaugh,Greg Manusky,Washington Commanders
2016,16,,Jay Gruden,Sean McVay,Joe Barry,Washington Commanders
2015,16,1.0,Jay Gruden,Sean McVay,Joe Barry,Washington Commanders
2014,16,0.0,Jay Gruden,Sean McVay,Jim Haslett,Washington Commanders
2013,16,0.0,Mike Shanahan,Kyle Shanahan,Jim Haslett,Washington Commanders
2012,16,1.0,Mike Shanahan,Kyle Shanahan,Jim Haslett,Washington Commanders
2011,16,0.0,Mike Shanahan,Kyle Shanahan,Jim Haslett,Washington Commanders
2010,16,0.0,Mike Shanahan,Kyle Shanahan,Jim Haslett,Washington Commanders
2009,16,0.0,Jim Zorn,Sherman Smith,Greg Blache,Washington Commanders
2008,16,0.0,Jim Zorn,Sherman Smith,Greg Blache,Washington Commanders
2007,16,1.0,Joe Gibbs,"Don Breaux, Al Saunders",Gregg Williams,Washington Commanders
2006,16,0.0,Joe Gibbs,"Don Breaux, Al Saunders",Gregg Williams,Washington Commanders
2005,16,2.0,Joe Gibbs,Don Breaux,Gregg Williams,Washington Commanders
2004,16,0.0,Joe Gibbs,Don Breaux,Gregg Williams,Washington Commanders
2003,16,0.0,Steve Spurrier,Hue Jackson,George Edwards,Washington Commanders
2002,16,0.0,Steve Spurrier,,Marvin Lewis,Washington Commanders
2001,16,0.0,Marty Schottenheimer,Jimmy Raye,Kurt Schottenheimer,Washington Commanders
2000,3,0.0,Terry Robiskie,,Ray Rhodes,Washington Commanders
2000,13,0.0,Norv Turner,,Ray Rhodes,Washington Commanders
1999,16,2.0,Norv Turner,,Mike Nolan,Washington Commanders
1998,16,0.0,Norv Turner,,Mike Nolan,Washington Commanders
1997,16,0.0,Norv Turner,,Mike Nolan,Washington Commanders
1996,16,0.0,Norv Turner,,Ron Lynn,Washington Commanders
1995,16,0.0,Norv Turner,,Ron Lynn,Washington Commanders
1994,16,0.0,Norv Turner,,Ron Lynn,Washington Commanders
1993,16,0.0,Richie Petitbon,Rod Dowhower,Larry Peccatiello,Washington Commanders
1992,16,2.0,Joe Gibbs,,"Larry Peccatiello, Richie Petitbon",Washington Commanders
1991,16,3.0,Joe Gibbs,,"Larry Peccatiello, Richie Petitbon",Washington Commanders
1990,16,2.0,Joe Gibbs,,"Larry Peccatiello, Richie Petitbon",Washington Commanders
1989,16,0.0,Joe Gibbs,Joe Bugel,"Larry Peccatiello, Richie Petitbon",Washington Commanders
1988,16,0.0,Joe Gibbs,Joe Bugel,"Larry Peccatiello, Richie Petitbon",Washington Commanders
1987,15,3.0,Joe Gibbs,Joe Bugel,"Larry Peccatiello, Richie Petitbon",Washington Commanders
1986,16,3.0,Joe Gibbs,Joe Bugel,"Larry Peccatiello, Richie Petitbon",Washington Commanders
1985,16,0.0,Joe Gibbs,Joe Bugel,"Larry Peccatiello, Richie Petitbon",Washington Commanders
1984,16,1.0,Joe Gibbs,Joe Bugel,"Larry Peccatiello, Richie Petitbon",Washington Commanders
1983,16,3.0,Joe Gibbs,Joe Bugel,Richie Petitbon,Washington Commanders
1982,9,4.0,Joe Gibbs,Joe Bugel,Richie Petitbon,Washington Commanders
1981,16,0.0,Joe Gibbs,Joe Bugel,Richie Petitbon,Washington Commanders
1980,16,0.0,Jack Pardee,Joe Walton,Richard Urich,Washington Commanders
1979,16,0.0,Jack Pardee,Joe Walton,Richard Urich,Washington Commanders
1978,16,0.0,Jack Pardee,Joe Walton,Richard Urich,Washington Commanders
1977,14,0.0,George Allen,Charlie Waller,LaVern Torgeson,Washington Commanders
1976,14,1.0,George Allen,Charlie Waller,LaVern Torgeson,Washington Commanders
1975,14,0.0,George Allen,Charlie Waller,LaVern Torgeson,Washington Commanders
1974,14,1.0,George Allen,Ted Marchibroda,LaVern Torgeson,Washington Commanders
1973,14,1.0,George Allen,Ted Marchibroda,LaVern Torgeson,Washington Commanders
1972,14,3.0,George Allen,Ted Marchibroda,LaVern Torgeson,Washington Commanders
1971,14,1.0,George Allen,Ted Marchibroda,LaVern Torgeson,Washington Commanders
1970,14,0.0,Bill Austin,,Harland Svare,Washington Commanders
1969,14,0.0,Vince Lombardi,,Harland Svare,Washington Commanders
1968,14,0.0,Otto Graham,,Mike Scarry,Washington Commanders
1967,14,0.0,Otto Graham,,Mike Scarry,Washington Commanders
1966,14,0.0,Otto Graham,,Mike Scarry,Washington Commanders
1965,14,0.0,Bill McPeak,George Wilson,,Washington Commanders
1964,14,0.0,Bill McPeak,,,Washington Commanders
1963,14,0.0,Bill McPeak,,,Washington Commanders
1962,14,0.0,Bill McPeak,,,Washington Commanders
1961,14,0.0,Bill McPeak,,,Washington Commanders
1960,12,0.0,Mike Nixon,,,Washington Commanders
1959,12,0.0,Mike Nixon,,,Washington Commanders
1958,12,0.0,Joe Kuharich,,,Washington Commanders
1957,12,0.0,Joe Kuharich,,,Washington Commanders
1956,12,0.0,Joe Kuharich,,,Washington Commanders
1955,12,0.0,Joe Kuharich,,,Washington Commanders
1954,12,0.0,Joe Kuharich,,,Washington Commanders
1953,12,0.0,Curly Lambeau,,,Washington Commanders
1952,12,0.0,Curly Lambeau,,,Washington Commanders
1951,9,0.0,Dick Todd,,,Washington Commanders
1951,3,0.0,Herman Ball,,,Washington Commanders
1950,12,0.0,Herman Ball,,,Washington Commanders
1949,5,0.0,Herman Ball,,,Washington Commanders
1949,7,0.0,John Whelchel,,,Washington Commanders
1948,12,0.0,Turk Edwards,,,Washington Commanders
1947,12,0.0,Turk Edwards,,,Washington Commanders
1946,11,0.0,Turk Edwards,,,Washington Commanders
1945,10,1.0,Dudley DeGroot,,,Washington Commanders
1944,10,0.0,Dudley DeGroot,,,Washington Commanders
1943,10,2.0,Dutch Bergman,,,Washington Commanders
1942,11,1.0,Ray Flaherty,,,Washington Commanders
1941,11,0.0,Ray Flaherty,,,Washington Commanders
1940,11,1.0,Ray Flaherty,,,Washington Commanders
1939,11,0.0,Ray Flaherty,,,Washington Commanders
1938,11,0.0,Ray Flaherty,,,Washington Commanders
1937,11,1.0,Ray Flaherty,,,Washington Commanders
1936,12,1.0,Ray Flaherty,,,Washington Commanders
1935,11,0.0,Eddie Casey,,,Washington Commanders
1934,12,0.0,Lone Star Dietz,,,Washington Commanders
1933,12,0.0,Lone Star Dietz,,,Washington Commanders
1932,10,0.0,Lud Wray,,,Washington Commanders
